ticker,asof,quintile,composite,close,distPct,rsi,adx,stop,t1,t2,size,signals
MEGA.BK,2026-07-10,3,-0.1654,37.0,1.52,56.2,19.6,34.75,39.25,40.375,444,trend
BH.BK,2026-07-10,3,-0.1718,186.5,0.09,52.5,20.3,183.0,190.0,191.75,285,reclaim|trend
PLANB.BK,2026-07-10,3,-0.1754,5.400000095367432,15.77,74.0,36.0,4.480000019073486,6.320000171661377,6.78000020980835,1086,breakout|trend
TLI.BK,2026-07-10,3,-0.1887,11.899999618530273,3.3,64.7,26.7,11.100000381469727,12.69999885559082,13.099998474121094,1250,trend
TOA.BK,2026-07-10,3,-0.2126,15.399999618530273,7.95,71.2,44.5,14.199999809265137,16.59999942779541,17.19999933242798,833,trend
BCP.BK,2026-07-10,3,-0.2497,37.25,7.63,71.6,23.4,32.75,41.75,44.0,222,breakout|trend
TRUE.BK,2026-07-10,3,-0.2507,13.600000381469727,2.49,55.1,23.6,12.699999809265137,14.500000953674316,14.950001239776611,1111,trend
BTG.BK,2026-07-10,3,-0.251,21.299999237060547,2.21,56.8,24.2,20.100000381469727,22.499998092651367,23.099997520446777,833,trend
EGCO.BK,2026-07-10,4,-0.3414,126.5,4.82,65.1,17.8,117.5,135.5,140.0,83,breakout|trend
BEM.BK,2026-07-10,4,-0.3601,6.0,1.25,57.1,55.0,5.900000095367432,6.099999904632568,6.1499998569488525,7500,trend
SIRI.BK,2026-07-10,4,-0.3942,1.4700000286102295,1.74,58.5,19.2,1.4199999570846558,1.5200001001358032,1.54500013589859,14999,trend
QH.BK,2026-07-10,4,-0.5409,1.3899999856948853,1.91,60.1,26.1,1.350000023841858,1.4299999475479126,1.4499999284744263,18750,dip|trend
CPF.BK,2026-07-10,5,-0.7143,22.200000762939453,8.28,77.6,40.4,19.399999618530273,25.000001907348633,26.400002479553223,178,golden
AURA.BK,2026-07-10,5,-0.7482,14.100000381469727,1.01,52.6,15.5,13.300000190734863,14.90000057220459,15.300000667572021,624,reclaim|trend
