ticker,close,buy,stop,riskU,t1,t2,size,distPct,rsi,adx,comp,size_base,size_mult,regime_mult,quintile,validated,validate_reason,validated_at
PTTEP.BK,141.0,141.0,129.0,12.0,153.0,159.0,833,4.1273,58.8393,27.1126,0.022,833,1.0,1.0,3,True,confirmed,2026-07-10 06:47
