ticker,asof,quintile,composite,close,distPct,rsi,adx,stop,t1,t2,size,signals
BEM.BK,2026-07-21,3,-0.0216,6.699999809265137,7.67,72.4,59.5,5.900000095367432,7.499999523162842,7.899999380111694,1200,trend
JMT.BK,2026-07-21,3,-0.0242,12.399999618530273,4.1,60.0,25.9,10.899999618530273,13.899999618530273,14.649999618530273,600,dip|trend
TISCO.BK,2026-07-21,3,-0.0571,130.5,5.48,73.9,66.9,121.0,140.0,144.75,100,trend
SCB.BK,2026-07-21,3,-0.0729,155.0,1.57,60.4,51.6,152.0,158.0,159.5,300,trend
ICHI.BK,2026-07-21,3,-0.0954,14.899999618530273,4.32,73.9,45.8,13.899999618530273,15.899999618530273,16.399999618530273,1000,trend
ADVANC.BK,2026-07-21,3,-0.1032,384.0,2.96,64.5,33.2,372.0,396.0,402.0,0,trend
CENTEL.BK,2026-07-21,3,-0.1339,38.0,3.47,62.2,13.8,34.75,41.25,42.875,300,trend
PLANB.BK,2026-07-21,3,-0.1388,5.550000190734863,8.25,68.8,45.5,4.699999809265137,6.40000057220459,6.825000762939453,1100,trend
TOA.BK,2026-07-21,3,-0.146,15.300000190734863,3.01,61.7,48.4,14.5,16.100000381469727,16.500000476837158,1200,trend
MEGA.BK,2026-07-21,3,-0.1507,37.75,1.72,59.8,22.2,36.5,39.0,39.625,800,trend
PTTEP.BK,2026-07-21,3,-0.1674,147.0,4.6,67.6,32.1,135.5,158.5,164.25,0,trend
BANPU.BK,2026-07-21,3,-0.1816,5.800000190734863,2.78,64.5,19.2,5.550000190734863,6.050000190734863,6.175000190734863,4000,trend
PTT.BK,2026-07-21,3,-0.2,39.75,5.89,77.7,26.9,36.5,43.0,44.625,300,breakout|trend
EGCO.BK,2026-07-21,3,-0.2393,135.5,8.07,73.5,24.8,120.0,151.0,158.75,0,breakout|trend
TRUE.BK,2026-07-21,3,-0.2525,14.100000381469727,4.06,63.0,20.2,12.899999618530273,15.30000114440918,15.900001525878906,800,trend
IVL.BK,2026-07-21,3,-0.2576,24.799999237060547,5.95,67.1,23.3,22.399999618530273,27.19999885559082,28.399998664855957,400,trend
TIDLOR.BK,2026-07-21,3,-0.2651,19.799999237060547,3.4,62.9,24.3,18.600000381469727,20.999998092651367,21.599997520446777,800,trend
BTG.BK,2026-07-21,3,-0.287,21.299999237060547,1.19,55.1,23.5,20.899999618530273,21.69999885559082,21.899998664855957,2500,trend
RCL.BK,2026-07-21,4,-0.3363,35.0,7.68,69.1,34.4,31.75,38.25,39.875,200,dip|breakout|trend
TLI.BK,2026-07-21,4,-0.3897,11.800000190734863,1.39,59.2,31.5,11.600000381469727,12.0,12.099999904632568,3700,trend
SIRI.BK,2026-07-21,4,-0.3966,1.5099999904632568,2.83,64.9,22.6,1.4299999475479126,1.590000033378601,1.6300000548362732,9300,trend
OSP.BK,2026-07-21,4,-0.5321,17.700000762939453,2.66,64.0,38.6,16.899999618530273,18.500001907348633,18.900002479553223,900,trend
QH.BK,2026-07-21,4,-0.5492,1.4299999475479126,3.38,68.1,37.0,1.3600000143051147,1.4999998807907104,1.5349998474121094,10600,breakout|trend
TASCO.BK,2026-07-21,4,-0.6709,14.199999809265137,1.82,61.0,18.5,13.600000381469727,14.799999237060547,15.099998950958252,1200,trend
CPALL.BK,2026-07-21,4,-0.6902,47.25,0.93,54.4,12.6,46.0,48.5,49.125,600,trend
AURA.BK,2026-07-21,5,-0.7071,14.899999618530273,4.48,65.2,25.5,13.600000381469727,16.19999885559082,16.849998474121094,300,trend
CPF.BK,2026-07-21,5,-0.7488,22.600000381469727,5.93,76.1,50.1,21.600000381469727,23.600000381469727,24.100000381469727,500,trend
MINT.BK,2026-07-21,5,-0.7492,24.0,0.92,54.2,22.6,23.0,25.0,25.5,500,trend
