ticker,asof,quintile,composite,close,distPct,rsi,adx,stop,t1,t2,size,signals
GUNKUL.BK,2026-07-21,1,2.9214,5.400000095367432,14.4,85.9,62.7,4.480000019073486,6.320000171661377,6.78000020980835,1500,trend
STECON.BK,2026-07-21,1,2.8103,19.799999237060547,9.6,68.6,31.5,17.399999618530273,22.19999885559082,23.399998664855957,600,dip|breakout|trend
TFG.BK,2026-07-21,1,1.9704,10.399999618530273,0.79,54.0,36.3,10.300000190734863,10.499999046325684,10.549998760223389,14400,trend
KCE.BK,2026-07-21,1,1.6722,41.5,1.22,53.8,19.9,36.25,46.75,49.375,100,trend
IRPC.BK,2026-07-21,1,1.6629,2.200000047683716,13.28,77.1,33.3,1.840000033378601,2.5600000619888306,2.740000069141388,4000,trend
KKP.BK,2026-07-21,1,1.4884,113.5,9.79,83.1,57.5,100.0,127.0,133.75,0,breakout|trend
AMATA.BK,2026-07-21,1,1.4749,29.25,7.05,67.2,33.6,25.25,33.25,35.25,300,breakout|trend
HANA.BK,2026-07-21,1,1.363,38.0,1.53,52.8,8.7,34.0,42.0,44.0,300,trend
CCET.BK,2026-07-21,1,0.9991,8.949999809265137,0.77,52.3,15.1,8.100000381469727,9.799999237060547,10.224998950958252,1600,trend
KTB.BK,2026-07-21,1,0.9979,42.5,6.51,83.4,61.9,39.0,46.0,47.75,300,breakout|trend
TOP.BK,2026-07-21,1,0.9782,65.75,21.89,86.8,36.9,48.5,83.0,91.625,0,breakout|trend
BGRIM.BK,2026-07-21,1,0.9178,19.899999618530273,8.11,68.0,51.2,17.799999237060547,22.0,23.050000190734863,600,trend
WHA.BK,2026-07-21,1,0.8648,5.449999809265137,3.33,64.7,37.2,4.960000038146973,5.939999580383301,6.184999465942383,3000,trend
AOT.BK,2026-07-21,1,0.8417,64.0,1.85,62.6,34.2,62.25,65.75,66.625,700,trend
SCGP.BK,2026-07-21,1,0.8051,30.25,5.98,65.7,37.5,26.5,34.0,35.875,300,trend
GPSC.BK,2026-07-21,1,0.8043,54.25,11.31,82.6,50.5,46.25,62.25,66.25,100,trend
JMART.BK,2026-07-21,1,0.6991,11.5,7.19,64.2,38.5,9.100000381469727,13.899999618530273,15.09999942779541,600,trend
GULF.BK,2026-07-21,1,0.6784,67.75,5.83,67.3,16.7,61.25,74.25,77.5,100,trend
SPRC.BK,2026-07-21,1,0.669,9.75,16.99,84.3,45.8,8.0,11.5,12.375,700,breakout|trend
BLA.BK,2026-07-21,2,0.5977,27.0,3.24,63.7,44.9,26.0,28.0,28.5,1200,trend
PTTGC.BK,2026-07-21,2,0.5891,37.5,6.96,72.5,19.8,33.5,41.5,43.5,200,trend
CK.BK,2026-07-21,2,0.5501,19.299999237060547,1.2,53.0,17.7,18.100000381469727,20.499998092651367,21.099997520446777,1000,reclaim|trend
STGT.BK,2026-07-21,2,0.5222,10.600000381469727,0.15,50.1,18.2,10.399999618530273,10.80000114440918,10.900001525878906,6100,trend
PRM.BK,2026-07-21,2,0.4799,9.350000381469727,3.02,63.8,27.6,8.899999618530273,9.80000114440918,10.025001525878906,2700,trend
STA.BK,2026-07-21,2,0.4571,18.600000381469727,2.12,56.4,26.6,17.5,19.700000762939453,20.250000953674316,1100,trend
KTC.BK,2026-07-21,2,0.4464,40.25,10.14,83.3,60.6,36.25,44.25,46.25,200,trend
TCAP.BK,2026-07-21,2,0.3549,73.25,4.59,70.9,66.2,71.0,75.5,76.625,500,trend
BA.BK,2026-07-21,2,0.3486,18.600000381469727,2.22,57.3,29.7,17.0,20.200000762939453,21.000000953674316,700,trend
COM7.BK,2026-07-21,2,0.3275,30.25,4.82,67.9,37.7,27.75,32.75,34.0,500,trend
TTB.BK,2026-07-21,2,0.3106,2.940000057220459,11.52,90.2,57.8,2.559999942779541,3.320000171661377,3.510000228881836,3200,trend
AWC.BK,2026-07-21,2,0.2993,2.819999933242798,5.44,66.5,24.7,2.4600000381469727,3.179999828338623,3.3599997758865356,3300,trend
KBANK.BK,2026-07-21,2,0.2572,235.0,3.56,69.0,58.0,227.0,243.0,247.0,100,trend
RATCH.BK,2026-07-21,2,0.2505,38.75,9.71,82.4,54.5,34.25,43.25,45.5,200,breakout|trend
SCC.BK,2026-07-21,2,0.1732,255.0,2.98,64.1,26.2,235.0,275.0,285.0,0,trend
BBL.BK,2026-07-21,2,0.105,200.0,3.9,69.4,55.7,191.0,209.0,213.5,100,trend
BCP.BK,2026-07-21,2,0.1015,45.0,17.86,89.0,41.6,35.25,54.75,59.625,100,breakout|trend
CRC.BK,2026-07-21,2,0.0755,23.700000762939453,2.42,60.4,25.7,22.0,25.400001525878906,26.250001907348633,600,trend
ERW.BK,2026-07-21,2,0.0736,3.200000047683716,5.0,62.3,21.2,2.9000000953674316,3.5,3.649999976158142,4100,dip|breakout|trend
CPN.BK,2026-07-21,2,-0.0209,67.25,0.34,53.3,16.0,65.5,69.0,69.875,600,trend
