ticker,asof,quintile,composite,close,distPct,rsi,adx,stop,t1,t2,size,signals
GUNKUL.BK,2026-07-17,1,2.9214,5.300000190734863,15.71,84.7,59.4,4.340000152587891,6.260000228881836,6.740000247955322,1500,breakout|trend
STECON.BK,2026-07-17,1,2.8103,18.100000381469727,1.71,56.4,31.6,17.399999618530273,18.80000114440918,19.150001525878906,2100,trend
KCE.BK,2026-07-17,1,1.6722,41.25,0.82,53.1,22.8,36.25,46.25,48.75,300,trend
IRPC.BK,2026-07-17,1,1.6629,2.140000104904175,13.28,74.5,27.8,1.840000033378601,2.4400001764297485,2.5900002121925354,4900,breakout|trend
KKP.BK,2026-07-17,1,1.4884,106.0,4.37,73.5,56.3,100.0,112.0,115.0,100,trend
AMATA.BK,2026-07-17,1,1.4749,27.5,1.84,57.0,32.8,25.25,29.75,30.875,600,trend
KTB.BK,2026-07-17,1,0.9979,41.5,5.45,79.8,59.2,38.75,44.25,45.625,400,trend
TOP.BK,2026-07-17,1,0.9782,62.0,20.06,83.7,31.4,48.5,75.5,82.25,0,breakout|trend
BGRIM.BK,2026-07-17,1,0.9178,20.200000762939453,11.62,72.8,52.0,17.799999237060547,22.60000228881836,23.800003051757812,600,breakout|trend
WHA.BK,2026-07-17,1,0.8648,5.449999809265137,4.09,64.7,35.7,4.960000038146973,5.939999580383301,6.184999465942383,3000,trend
AOT.BK,2026-07-17,1,0.8417,64.0,2.27,62.6,35.3,62.25,65.75,66.625,700,trend
SCGP.BK,2026-07-17,1,0.8051,29.0,2.97,59.4,37.2,26.5,31.5,32.75,600,trend
GPSC.BK,2026-07-17,1,0.8043,54.5,14.76,84.5,47.4,46.25,62.75,66.875,100,breakout|trend
JMART.BK,2026-07-17,1,0.6991,11.600000381469727,9.88,65.7,40.1,9.100000381469727,14.100000381469727,15.350000381469727,600,trend
GULF.BK,2026-07-17,1,0.6784,67.5,6.73,67.3,14.2,61.25,73.75,76.875,100,breakout|trend
SPRC.BK,2026-07-17,1,0.669,9.100000381469727,12.72,79.0,40.4,7.699999809265137,10.500000953674316,11.200001239776611,1000,trend
BLA.BK,2026-07-17,2,0.5977,27.25,4.95,66.8,44.5,25.25,29.25,30.25,600,trend
PTTGC.BK,2026-07-17,2,0.5891,37.0,7.02,70.2,17.3,33.5,40.5,42.25,200,trend
STGT.BK,2026-07-17,2,0.5222,10.699999809265137,1.22,53.1,20.0,10.199999809265137,11.199999809265137,11.449999809265137,2500,trend
PRM.BK,2026-07-17,2,0.4799,9.300000190734863,3.27,65.0,24.2,8.899999618530273,9.700000762939453,9.900001049041748,3000,trend
STA.BK,2026-07-17,2,0.4571,18.700000762939453,3.22,58.0,25.9,16.899999618530273,20.500001907348633,21.400002479553223,600,trend
KTC.BK,2026-07-17,2,0.4464,39.0,9.25,82.9,57.7,35.75,42.25,43.875,300,trend
TCAP.BK,2026-07-17,2,0.3549,71.5,3.33,72.0,64.4,69.0,74.0,75.25,500,trend
BA.BK,2026-07-17,2,0.3486,18.399999618530273,1.62,55.6,32.1,17.0,19.799999237060547,20.499999046325684,800,trend
COM7.BK,2026-07-17,2,0.3275,30.0,5.08,66.5,36.6,27.75,32.25,33.375,500,trend
TTB.BK,2026-07-17,2,0.3106,2.7200000286102295,5.97,88.5,53.4,2.5,2.940000057220459,3.0500000715255737,5600,trend
AWC.BK,2026-07-17,2,0.2993,2.7799999713897705,5.22,64.3,25.3,2.4600000381469727,3.0999999046325684,3.2599998712539673,3800,trend
KBANK.BK,2026-07-17,2,0.2572,234.0,4.08,72.6,55.7,227.0,241.0,244.5,100,trend
RATCH.BK,2026-07-17,2,0.2505,38.0,9.7,80.3,49.9,33.5,42.5,44.75,200,trend
SCC.BK,2026-07-17,2,0.1732,254.0,3.34,65.0,24.8,235.0,273.0,282.5,0,trend
BBL.BK,2026-07-17,2,0.105,202.0,6.02,76.5,55.4,188.0,216.0,223.0,0,trend
BCP.BK,2026-07-17,2,0.1015,42.5,15.4,85.7,35.7,35.0,50.0,53.75,100,trend
CRC.BK,2026-07-17,2,0.0755,23.200000762939453,0.89,56.3,26.5,22.0,24.400001525878906,25.000001907348633,1000,trend
ERW.BK,2026-07-17,2,0.0736,3.059999942779541,1.11,54.1,21.2,2.9000000953674316,3.2199997901916504,3.299999713897705,7700,trend
CPN.BK,2026-07-17,2,-0.0209,68.75,2.9,64.6,15.1,65.5,72.0,73.625,300,trend
BEM.BK,2026-07-17,3,-0.0216,6.650000095367432,8.91,75.3,56.6,5.900000095367432,7.400000095367432,7.775000095367432,1300,breakout|trend
JMT.BK,2026-07-17,3,-0.0242,12.199999809265137,3.09,58.0,27.7,10.899999618530273,13.5,14.150000095367432,700,trend
TISCO.BK,2026-07-17,3,-0.0571,128.5,5.37,80.1,63.3,119.0,138.0,142.75,100,trend
SCB.BK,2026-07-17,3,-0.0729,157.0,3.5,69.3,51.9,150.0,164.0,167.5,100,trend
ICHI.BK,2026-07-17,3,-0.0954,14.800000190734863,4.62,72.4,43.8,13.899999618530273,15.700000762939453,16.150001049041748,1100,trend
ADVANC.BK,2026-07-17,3,-0.1032,379.0,2.26,60.8,30.0,369.0,389.0,394.0,100,dip|trend
CENTEL.BK,2026-07-17,3,-0.1339,38.25,4.96,64.3,12.5,34.75,41.75,43.5,200,breakout|trend
PLANB.BK,2026-07-17,3,-0.1388,5.599999904632568,11.02,73.5,44.6,4.699999809265137,6.5,6.950000047683716,1100,trend
BH.BK,2026-07-17,3,-0.1412,186.5,0.39,53.0,16.3,183.0,190.0,191.75,200,trend
TOA.BK,2026-07-17,3,-0.146,15.699999809265137,6.64,69.8,48.2,14.5,16.899999618530273,17.499999523162842,800,trend
MEGA.BK,2026-07-17,3,-0.1507,37.75,2.11,59.8,21.7,36.5,39.0,39.625,800,trend
PTTEP.BK,2026-07-17,3,-0.1674,145.5,4.56,65.2,29.5,131.5,159.5,166.5,0,trend
BANPU.BK,2026-07-17,3,-0.1816,5.800000190734863,3.41,64.5,19.4,5.449999809265137,6.15000057220459,6.325000762939453,2800,trend
PTT.BK,2026-07-17,3,-0.2,38.75,4.44,72.3,23.7,36.0,41.5,42.875,300,trend
EGCO.BK,2026-07-17,3,-0.2393,131.5,6.48,68.9,21.0,120.0,143.0,148.75,0,breakout|trend
